ID,name
1966,Control engineering
1967,Factory automation
1968,Three term control systems
1969,Arduino
1970,Control experiments
1971,Controller designs
1972,Industrial process control
1973,Real systems
1974,Undergraduate students
1975,Artificial intelligence
1976,Cardiology
1977,Database systems
1978,Epidemiology
1979,Genetic algorithms
1980,Health insurance
1981,Heart
1982,Medical problems
1983,Sleep research
1984,Support vector machines
1985,Clinical decision support systems
1986,Erectile dysfunction
1987,Hypertension
1988,Indexes
1989,Research database
1990,Sleep apnea
1991,Decision support systems
1992,adult
1993,aged
1994,chronic kidney failure
1995,clinical decision support system
1996,computer prediction
1997,congestive heart failure
1998,controlled study
1999,depression
2000,diabetes mellitus
2001,diagnostic accuracy
2002,diagnostic test accuracy study
2003,erectile dysfunction
2004,follow up
2005,genetic algorithm
2006,gout
2007,hypertension
2008,incidence
2009,information retrieval
2010,ischemic heart disease
2011,jackknife test
2012,major clinical study
2013,male
2014,mathematical model
2015,middle aged
2016,pathophysiology
2017,predictive value
2018,prevalence
2019,receiver operating characteristic
2020,sensitivity and specificity
2021,sexual behavior
2022,sleep disorder
2023,support vector machine
2024,training
2025,algorithm
2026,factual database
2027,young adult
2028,Adult
2029,Aged
2030,Algorithms
2031,"Databases, Factual"
2032,"Decision Support Systems, Clinical"
2033,Erectile Dysfunction
2034,Male
2035,Middle Aged
2036,Support Vector Machine
2037,Young Adult
2038,Pixels
2039,Textures
2040,Absolute difference
2041,Local neighborhoods
2042,Nearest neighborhood
2043,Non-uniform patterns
2044,Structure information
2045,Texture classification
2046,Image texture
2047,classifier
2048,histogram
2049,neighborhood
2050,noise
2051,Sodium chloride
2052,Folding kinetics
2053,G-quadruplexes
2054,Hydrodynamic flows
2055,Micro mixers
2056,Three dimensional focusing
2057,Mixers (machinery)
2058,Phase transitions
2059,Pore size
2060,Pore structure
2061,Stability
2062,Thermodynamic stability
2063,Catalytic reactions
2064,Dopant concentrations
2065,Doped alumina
2066,Mesoporous alumina
2067,Structural feature
2068,Structure evolution
2069,Thermal and hydrothermal stability
2070,Thermal calcination
2071,Electromagnetic wave emission
2072,Materials
2073,Powder metals
2074,Binding agent
2075,High production rate
2076,Manufacturing techniques
2077,Powder deposition
2078,Review of technologies
2079,Two-dimensional patterns
2080,Binders
2081,Muscle
2082,Noninvasive medical procedures
2083,Fundamental principles
2084,Mechanical impedances
2085,Musculoskeletal dynamics
2086,Musculoskeletal geometry
2087,Non-invasive treatment
2088,Superficial muscles
2089,Suppression devices
2090,abduction
2091,adduction
2092,arm muscle
2093,biomechanics
2094,daily life activity
2095,dislocation
2096,electromyography
2097,essential tremor
2098,excitation contraction coupling
2099,impedance
2100,muscle contraction
2101,muscle excitation
2102,muscle strength
2103,nonlinear system
2104,Parkinson disease
2105,torque
2106,tremor
2107,upper limb
2108,viscoelasticity
2109,Piles
2110,Soil structure interactions
2111,Soil-Structure Interaction effects
2112,Surrounding regions
2113,building
2114,damage
2115,mapping
2116,seismic response
2117,strong motion
2118,Morelos
2119,Puebla [Mexico]
2120,Puebla [Puebla (STT)]
2121,Channel coding
2122,Concatenated codes
2123,Encoding (symbols)
2124,Gaussian distribution
2125,Receivers (containers)
2126,Reliability
2127,Signal encoding
2128,Signal receivers
2129,Binary symmetric channel
2130,Information- theoretic securities
2131,Kullback Leibler divergence
2132,practical secrecy coding
2133,Security
2134,Security and reliabilities
2135,Wire-tap channels
2136,Intermetallics
2137,Soldered joints
2138,Strain rate
2139,Tensile testing
2140,Dissimilar
2141,Effective heat of formation
2142,Friction stir
2143,High strain rate deformation
2144,Intermetallic compound layer
2145,Lap-shear testing
2146,Micro-structural characterization
2147,Welded interface
2148,Projectiles
2149,Areal densities
2150,Ballistic impact
2151,Body armors
2152,Impact behavior
2153,Soft body armor
2154,Test parameters
2155,Aramid fibers
2156,Flowcharting
2157,Statistics
2158,Average run lengths
2159,Average time to signal
2160,Cusum
2161,EWMA
2162,Phase II monitoring
2163,Process Variability
2164,Shewhart control charts
2165,variability
2166,Control charts
2167,Design ethnographies
2168,Global development
2169,Low resource
2170,Poverty alleviation
2171,Resource-poor
2172,Computer control systems
2173,Data collection system
2174,Large-scale deployment
2175,Memory blocks
2176,Neutron cross sections
2177,New York city
2178,Single event characterization
2179,Neutrons
2180,Space applications
2181,Soft processors
2182,Technical presentations
2183,Assessment
2184,Extended abstracts
2185,Feedback technology
2186,Oral presentations
2187,Peer feedback
2188,Qualitative feedback
2189,Real time
2190,Professional aspects
2191,Concrete beams and girders
2192,Microalloyed steel
2193,Beneficial effects
2194,Column depths
2195,Lower bounds
2196,Slab-on-grade
2197,Steel column
2198,Steel moment frames
2199,Strength and stiffness
2200,Strength models
2201,Bending strength
2202,Forming
2203,Coining
2204,Dislocation densities
2205,EBSD
2206,Micro forming
2207,Microstructure formation
2208,Earth (planet)
2209,Image enhancement
2210,Luminance
2211,Meteorological instruments
2212,Microwave devices
2213,Microwave measurement
2214,Microwave sensors
2215,Microwaves
2216,NASA
2217,Radiometers
2218,Soil moisture
2219,Advanced Microwave Scanning Radiometer-Earth Observing System (AMSR-E)
2220,Brightness temperatures
2221,Image reconstruction techniques
2222,Scanning multichannel microwave radiometer
2223,Scatterometer Image Reconstruction algorithms
2224,Soil moisture active passive (SMAP)
2225,Special sensor microwave imagers
2226,Special sensor microwave/Imager
2227,Image reconstruction
2228,brightness temperature
2229,detection method
2230,image resolution
2231,radiometer
2232,reconstruction
2233,satellite sensor
2234,spatial resolution
2235,Mechanical properties
2236,Coordinate equations
2237,Curved folding
2238,developable
2239,energy
2240,Energy configurations
2241,Natural configurations
2242,Physical model
2243,Boiling temperature
2244,Contact time
2245,Cooling effectiveness
2246,Droplet impact
2247,Hydrophilic substrate
2248,Similarity solution
2249,Temperature variation
2250,Group delay
2251,Parameter extraction
2252,Ultrashort pulses
2253,Chirped Bragg grating
2254,Design parameters
2255,Device parameters
2256,Discrete numbers
2257,Extracting parameter
2258,Index contrasts
2259,Parameter extraction tools
2260,Parameter-extraction method
2261,Silicon photonics
2262,Alloy steel
2263,Carbides
2264,Chromium compounds
2265,Dissimilar metals
2266,Hardness
2267,Heat treatment
2268,Carbon concentrations
2269,Carbon depletion
2270,Carbon migration
2271,Chromium carbide
2272,Dissimilar metal weld
2273,Microstructural changes
2274,Microstructure and mechanical properties
2275,Post weld heat treatment
2276,Blending
2277,Blending function
2278,Control point
2279,Linear independence
2280,Local refinement
2281,Refinement algorithms
2282,Spline surfaces
2283,Burgers vector
2284,Dislocations (crystals)
2285,Molecular dynamics
2286,Polycrystalline materials
2287,Dislocation movement
2288,Grain boundary dislocation
2289,Loading condition
2290,Residual burgers vectors
2291,Slip system
2292,Inspection
2293,Optical radar
2294,Planning
2295,Remote sensing
2296,Automated inspection
2297,Industrial inspections
2298,Infrastructure modeling
2299,Multi-Scale
2300,Multi-scale approaches
2301,Structure from motion
2302,Unmanned aircraft system
2303,View planning
2304,Three dimensional computer graphics
2305,Small unmanned aerial vehicles
2306,Frequency response
2307,Technology transfer
2308,gyrostabilizer
2309,hand
2310,suppression
2311,Tremor
2312,Gyroscopes
2313,Image processing
2314,Passive filters
2315,Remote control
2316,Training aircraft
2317,Well testing
2318,Attitude measurement
2319,Convolutional neural network
2320,Flight demonstration
2321,Human abilities
2322,Image processing - methods
2323,Learning methods
2324,Network topology
2325,Position and orientations
2326,Feedback linearization
2327,Circular trajectory
2328,Constant velocities
2329,Control laws
2330,Lyapunov theories
2331,Moving targets
2332,Range rate
2333,Stationary targets
2334,Error-state
2335,Estimated state
2336,Lie theory
2337,LQR control
2338,State tracking
2339,Time dependent trajectory
2340,Robot applications
2341,Visual servoing
2342,Autopilot systems
2343,Dark conditions
2344,Degree of freedom
2345,Flight testing
2346,Image based visual servoing
2347,Precision landing
2348,Vision-based approaches
2349,Estimation
2350,Radar
2351,Weather forecasting
2352,Wind
2353,Wind effects
2354,Antenna measurement
2355,Azimuth
2356,Oceans
2357,Radar scattering
2358,RapidScat
2359,Scatterometers
2360,Sea measurements
2361,Radar measurement
2362,estimation method
2363,model validation
2364,radar
2365,scattering
2366,scatterometer
2367,wind direction
2368,Sampling
2369,Algorithm performance
2370,Backus-Gilbert
2371,Higher resolution images
2372,Scatterometer image reconstruction
2373,Variable aperture
2374,backscatter
2375,data processing
2376,image analysis
2377,imaging method
2378,sampling
2379,Felt
2380,Two factor authentication
2381,Usability
2382,User attitudes
2383,Authentication
2384,Traction (friction)
2385,Gesture commands
2386,Logistic Regression modeling
2387,Natural interfaces
2388,Overall accuracies
2389,Unmanned air vehicle (UAVs)
2390,Gesture recognition
2391,Computer aided instruction
2392,Education
2393,Technical writing
2394,Audience awareness
2395,Case method
2396,pedagogy
2397,Proposal writing
2398,Proposals
2399,Acoustic field measurement
2400,Acoustic waves
2401,Boundary conditions
2402,Underwater acoustics
2403,Volume measurement
2404,Absorbing boundary condition
2405,Acoustic Scattering
2406,High-frequency scattering
2407,Very low frequency
2408,Acoustic wave scattering
2409,Branch and bound method
2410,Electric energy storage
2411,Electric power transmission networks
2412,Heat storage
2413,Power markets
2414,Quadratic programming
2415,Thermal energy
2416,Water cooling systems
2417,Chiller
2418,District energy systems
2419,Dynamic optimization
2420,Intermittent renewables
2421,Mixed integer quadratic programming
2422,Near-optimal solutions
2423,Real-time optimization
2424,Thermal energy storage tanks
2425,Integer programming
2426,Big data
2427,Electric load flow
2428,Data classification
2429,Diffusion maps
2430,Load modeling
2431,Manifold learning
2432,Manifold learning algorithm
2433,Point of interest
2434,Power-flow solution
2435,Real-time operation
2436,Electron microscopy
2437,Magnesium printing plates
2438,Nucleation
2439,Twinning
2440,Number of transmissions
2441,Texture information
2442,Uni-axial compression
2443,Visco-plastic self-consistent
2444,Viscoplastic self-consistent model
2445,VPSC
2446,Clay deposits
2447,Deposits
2448,Faulting
2449,3d finite differences
2450,Epicentral distances
2451,Hydraulic conditions
2452,Infrastructure
2453,Maintenance structures
2454,Seismic risk
2455,Seismic vulnerability
2456,aftershock
2457,earthquake mechanism
2458,finite difference method
2459,risk assessment
2460,site effect
2461,site investigation
2462,soil profile
2463,subsoil
2464,three-dimensional modeling
2465,urban area
2466,Amplitude modulation
2467,Coplanar waveguides
2468,Extrusion
2469,Reinforced plastics
2470,Coplanar wave-guide (CPW)
2471,Electrical conductivity
2472,Radio frequency devices
2473,Smoothing process
2474,Solvent absorption
2475,thermal smoothing (TS)
2476,Surface roughness
2477,Mechanical permeability
2478,Process monitoring
2479,Radial flow
2480,Characterization procedures
2481,Coefficient of variation
2482,Fabrics/textiles
2483,Fiber volume content
2484,In-plane permeability
2485,Measurement system
2486,Resin flows
2487,proteome
2488,transfer RNA
2489,amino acid labeling
2490,amino terminal sequence
2491,bioengineering
2492,chemical labeling
2493,chemical structure
2494,click chemistry
2495,cycloaddition
2496,decision tree
2497,disulfide bond
2498,mass spectrometry
2499,protein function
2500,proteomics
2501,quorum sensing
2502,structure activity relation
2503,Channel measurements
2504,Channel sounding
2505,Indoor environment
2506,Physical locations
2507,Point design
2508,Power settings
2509,Real environments
2510,Design
2511,Engineering
2512,Design critiques
2513,Design Education
2514,ethics
2515,In-depth interviews
2516,reasoning
2517,Self cultivations
2518,Social practices
2519,Student development
2520,Studios
2521,body weight
2522,female
2523,internal knee extension moment
2524,knee flexion angle
2525,knee function
2526,knee osteoarthritis
2527,muscle training
2528,musculoskeletal system parameters
2529,quadriceps strengthening
2530,randomized controlled trial (topic)
2531,sagittal plane walking biomechanics
2532,vertical ground reaction force
2533,walking
2534,walking speed
2535,disability
2536,gait
2537,joint characteristics and functions
2538,knee
2539,pain measurement
2540,physiology
2541,quadriceps femoris muscle
2542,randomized controlled trial
2543,resistance training
2544,weight bearing
2545,Biomechanical Phenomena
2546,Disability Evaluation
2547,Female
2548,Gait
2549,Knee Joint
2550,Muscle Strength
2551,"Osteoarthritis, Knee"
2552,Pain Measurement
2553,Quadriceps Muscle
2554,"Range of Motion, Articular"
2555,Resistance Training
2556,Weight-Bearing
2557,Backpropagation
2558,Deep neural networks
2559,Nutrition
2560,Bag of features
2561,Computer vision technology
2562,Deep convolutional neural networks
2563,Proposed architectures
2564,Recognition
2565,Recognition accuracy
2566,Network architecture
2567,Stiffness matrix
2568,Transfer matrix method
2569,D' Alembert's principle
2570,Degrees of freedom (DoFs)
2571,Displacement amplification
2572,Dynamic stiffness matrix
2573,Flexure hinge
2574,Frequency dependent
2575,Micro/nano positioning
2576,Static and dynamic performance
2577,Adaptive filtering
2578,Adaptive filters
2579,Concatenated coding
2580,Full-duplex
2581,Hidden key
2582,Jamming
2583,Piercing
2584,Adaptive characteristic
2585,Channel quality
2586,coding for secrecy
2587,interleaving
2588,scrambling
2589,chelate
2590,gadodiamide
2591,gadolinium
2592,gadolinium chloride gd 153
2593,gadolinium diethylene triaminepentaacetic acid bis glucosamide
2594,gadolinium pentetate derivative
2595,pentetate bismetylamide
2596,pentetic acid derivative
2597,zinc
2598,chelating agent
2599,contrast medium
2600,gadolinium pentetate
2601,gadolinium-DTPA bis-glucosamide
2602,organometallic compound
2603,pentetic acid
2604,animal experiment
2605,animal tissue
2606,contrast enhancement
2607,drug dosage form comparison
2608,image quality
2609,in vitro study
2610,inductively coupled plasma mass spectrometry
2611,isotope labeling
2612,rat
2613,zinc blood level
2614,bone
2615,chemistry
2616,femur
2617,nuclear magnetic resonance imaging
2618,Sprague Dawley rat
2619,Bone and Bones
2620,Chelating Agents
2621,Contrast Media
2622,Femur
2623,Gadolinium
2624,Gadolinium DTPA
2625,Magnetic Resonance Imaging
2626,Organometallic Compounds
2627,Pentetic Acid
2628,Rats
2629,"Rats, Sprague-Dawley"
2630,Zinc
2631,Glass
2632,Large dataset
2633,Metallic glass
2634,High throughput
2635,Inferential statistics
2636,Large datasets
2637,Materials informatics
2638,Microstructural phenomenon
2639,Structure property relationships
2640,Throughput
2641,Vector spaces
2642,Automatic Generation
2643,Basis vector
2644,High-throughput method
2645,Lattice vectors
2646,Space Groups
2647,Structural prototype
2648,Two dimensional plane
2649,Wyckoff positions
2650,Blood
2651,Capillary electrophoresis
2652,Genes
2653,Informatics
2654,Least squares approximations
2655,Multivariant analysis
2656,Pattern recognition
2657,Principal component analysis
2658,Statistical mechanics
2659,First order derivatives
2660,Genomic sequencing
2661,Inverse least squares
2662,Partial least square (PLS)
2663,Physiological effects
2664,Prediction capability
2665,Variable selection methods
2666,World Anti-Doping Agency
2667,Blood vessels
2668,Coupled motions
2669,Luxury products
2670,Two-state
2671,First-time user
2672,Grassroots adoption
2673,Integrated solutions
2674,Paired participants
2675,Pretty good privacy
2676,Secure messages
2677,Usability studies
2678,Autonomous agents
2679,Collision avoidance
2680,Computational methods
2681,Agent-based model
2682,Conflict Resolution
2683,Mid-air collisions
2684,Safety and efficiencies
2685,System safety
2686,Unmanned aerial vehicle systems
2687,Computational complexity
2688,Error statistics
2689,Frequency modulation
2690,Optical communication
2691,Correlated symbols
2692,Maximum likelihood sequence estimation
2693,Observation model
2694,Pulse amplitude modulation
2695,losartan
2696,serine protease HTRA1
2697,transforming growth factor beta1
2698,angiotensin 1 receptor antagonist
2699,animal cell
2700,animal model
2701,articular cartilage
2702,chondrocyte
2703,chondrodysplasia
2704,disease exacerbation
2705,drug effect
2706,histopathology
2707,joint degeneration
2708,mouse
2709,osteoarthritis
2710,temporomandibular joint
2711,TGF beta signaling
2712,upregulation
2713,C57BL mouse
2714,cell culture
2715,diagnostic imaging
2716,disease model
2717,immunohistochemistry
2718,metabolism
2719,mutant mouse strain
2720,pathology
2721,synovium
2722,Western blotting
2723,Angiotensin II Type 1 Receptor Blockers
2724,"Blotting, Western"
2725,"Cartilage, Articular"
2726,"Cells, Cultured"
2727,Chondrocytes
2728,"Disease Models, Animal"
2729,Disease Progression
2730,Immunohistochemistry
2731,Losartan
2732,Mice
2733,"Mice, Inbred C57BL"
2734,"Mice, Mutant Strains"
2735,Osteoarthritis
2736,Synovial Membrane
2737,Temporomandibular Joint
2738,Transforming Growth Factor beta1
2739,Polymer blends
2740,Styrene
2741,Surface defects
2742,Surface testing
2743,Thermography (imaging)
2744,Acrylonitrile butadiene styrene
2745,Defect depth quantifications
2746,Non-destructive test methods
2747,Nondestructive testing method
2748,Pulse thermography
2749,Subsurface defect
2750,Surface temperatures
2751,Computer simulation
2752,Grain size and shape
2753,Heat affected zone
2754,Nuclear industry
2755,Numerical models
2756,Recrystallization (metallurgy)
2757,304L stainless steel
2758,Finite-element approach
2759,Friction stir processing
2760,Fusion welding
2761,Intergranular crack
2762,Lower peak temperatures
2763,Recrystallized grain sizes
2764,Temperature prediction
2765,Austenitic stainless steel
2766,Adaptive decoding
2767,Decoding strategy
2768,Decoding techniques
2769,Polar codes
2770,System security
2771,Multi agent systems
2772,Multipurpose robots
2773,Edge constraints
2774,Edge-based methods
2775,Graph problems
2776,Hardware experiment
2777,Multi-robot systems
2778,Pose graph optimizations
2779,Simulation comparison
2780,SLAM
2781,Compressive strength
2782,Concrete construction
2783,Grouting
2784,High performance concrete
2785,Prisms
2786,Shrinkage
2787,Block geometry
2788,Compatibility
2789,Concrete masonry units
2790,Experimental program
2791,High strength
2792,High strength concretes
2793,Medium strengths
2794,Shrinkage characteristic
2795,Bismuth compounds
2796,Yeast
2797,Genome alignment
2798,Genomic structure
2799,Graph methods
2800,Multiple whole genome alignment
2801,Reference-free
2802,Structural variations
2803,Boron compounds
2804,316 stainless steel
2805,Design/methodology/approach
2806,Dimensional accuracy
2807,Inclined surface
2808,Measurement strategies
2809,Optical measurement systems
2810,Size and position
2811,Concrete testing
2812,Degree of similarity
2813,Delamination detections
2814,Excitation mechanisms
2815,Percentage points
2816,Quantitative method
2817,Universal threshold
2818,Antenna lobes
2819,Beam forming networks
2820,Beamforming
2821,Radar antennas
2822,Radar signal processing
2823,Radar systems
2824,Tracking radar
2825,Antenna mutual coupling
2826,Beam-steering
2827,Detection performance
2828,Monostatic MIMO radars
2829,Multiple input multiple output (MIMO) radars
2830,Mutual coupling
2831,Simple matching network
2832,MIMO radar
2833,Electromagnetic wave reflection
2834,Oceanography
2835,Topography
2836,Evanescent wave
2837,Internal waves
2838,Kinetic energy density
2839,Propagating waves
2840,Synthetic schlieren
2841,Tidal flow
2842,Tidal frequencies
2843,Topographic slope
2844,Decay (organic)
2845,Hydrogen embrittlement
2846,Steel
2847,Advanced high strength steel
2848,Concentration Measurement
2849,Crystallographic orientations
2850,Diffusible hydrogen
2851,Empirical relations
2852,Hydrogen concentration
2853,Hydrogen diffusion
2854,Microstructural evaluation
2855,High strength steel
2856,Automobile manufacture
2857,Cellular telephones
2858,Obsolescence
2859,Purchasing
2860,capabilities
2861,Defense contractor
2862,Development costs
2863,excess
2864,Net present value
2865,Product development strategy
2866,redesign
2867,requirements
2868,Analytical models
2869,Uncertainty analysis
2870,Apparent temperature
2871,Cavity parameters
2872,Collimated irradiation
2873,Experimental uncertainty
2874,Irradiated surface
2875,Radiative properties
2876,Durability
2877,Electric power systems
2878,Energy harvesting
2879,Flexible electronics
2880,Lead zirconate titanate
2881,Nitrides
2882,Open circuit voltage
2883,Piezoelectric devices
2884,Wearable technology
2885,Biocompatible
2886,Flexible
2887,III-Nitride
2888,Piezoelectric generators
2889,Self-powered systems
2890,Thin film circuits
2891,Chlorine compounds
2892,Connecting rods
2893,Damage detection
2894,Magnesium compounds
2895,Natural frequencies
2896,Steel containers
2897,Cumulative amount
2898,Longitudinal modes
2899,Magnesium chloride solution
2900,Non-linear ultrasonic
2901,Resonance frequency shift
2902,Biological systems
2903,Semiconductor device manufacture
2904,Semiconductor materials
2905,Biofabrication
2906,Emerging technologies
2907,Information processing architecture
2908,Microchip fabrication
2909,Nanometer scale structure
2910,Roadmap
2911,Semiconductor industry
2912,Semiconductor technology
2913,Cloud computing
2914,System stability
2915,Cloud computing environments
2916,FPGA applications
2917,Silent data corruptions
2918,Soft error detection
2919,Traditional computing
2920,Application programs
2921,Program debugging
2922,Design spaces
2923,Domain-specific information
2924,Latency costs
2925,Low area
2926,Machine learning applications
2927,Runtimes
2928,Software model
2929,Target systems
2930,Elastic moduli
2931,Histology
2932,Stress analysis
2933,Testing
2934,Tissue
2935,Tissue engineering
2936,Computed tomography data
2937,Specific finite element
2938,Structural response
2939,Testing configurations
2940,Tissue properties
2941,Transverse compression
2942,Transverse Young's modulus
2943,X-ray computed tomography
2944,compression
2945,geometry
2946,human tissue
2947,maize
2948,rigidity
2949,stress
2950,x-ray computed tomography
2951,finite element analysis
2952,mechanical stress
2953,Young modulus
2954,Elastic Modulus
2955,Finite Element Analysis
2956,"Stress, Mechanical"
2957,Zea mays
2958,Kinematics
2959,Rhenium alloys
2960,Sensors
2961,Configuration estimation
2962,Configuration estimation methods
2963,Orientation measurements
2964,Outdoor environment
2965,Soft robotics
2966,Lakes
2967,Mass transfer
2968,Surface structure
2969,Air bubble formation
2970,Constant surface temperatures
2971,Convection coefficients
2972,Heat and mass transfer
2973,Structured surfaces
2974,Superhydrophobic
2975,Control systems
2976,Dynamical networks
2977,Graph-theoretic
2978,Remote measurement
2979,Source estimation
2980,Target nodes
2981,Graph theory
2982,School buildings
2983,CS education
2984,Elementary schools
2985,High level description
2986,Local expectations
2987,Open-ended questions
2988,Public school districts
2989,Public schools
2990,Student enrollments
2991,Pulsatile flow
2992,Splines
2993,Deformable capsule
2994,Discretizations
2995,Hydrodynamical equations
2996,Hyperelastic membranes
2997,Mean velocities
2998,Mechanical characteristics
2999,Relative rigidity
3000,Time domain analysis
3001,alginic acid
3002,dynamics
3003,microcapsule
3004,oscillation
3005,pulsatile flow
3006,surface area
3007,surface property
3008,velocity
3009,hydrodynamics
3010,mechanics
3011,Capsules
3012,Mechanical Phenomena
3013,Pulsatile Flow
3014,Complex repairable systems
3015,Component distributions
3016,Component failures
3017,Drenick's theorem
3018,Exponential distributions
3019,Failure-time distribution
3020,Mutually independents
3021,Directive antennas
3022,Array antennas
3023,element-gain paradox
3024,Loaded antennas
3025,Poynting streamlines
3026,Shape
3027,Capacitors
3028,Computer circuits
3029,Digital to analog conversion
3030,Electric power utilization
3031,Switches
3032,DAC layout
3033,DAC settling
3034,Delays
3035,Power demands
3036,SAR ADC
3037,timing scheme
3038,Brittle fracture
3039,Crack propagation
3040,Brittle cracks
3041,Computational challenges
3042,Crack interaction
3043,Crack propagation simulations
3044,Graph theoretic algorithm
3045,Graph theoretic approach
3046,Reduced order models
3047,Dynamic network
3048,Dynamical structure
3049,Linear time invariant
3050,On state
3051,State space realization
3052,State transformation
3053,Multi resolution representation
3054,Multiresolution model
3055,Network representation
3056,Structural details
3057,Wellposedness
3058,Abstracting
3059,Alpha model
3060,Classification datasets
3061,Ensemble members
3062,Ensembles
3063,Loss functions
3064,Multiple choice
3065,Training time
3066,Parameter identifiability
3067,Power system model
3068,Electric batteries
3069,Propulsion
3070,Systems analysis
3071,Battery optimization
3072,Blade element momentum theory
3073,Fixed point iteration
3074,High altitude long endurances
3075,Optimization framework
3076,Optimization of propulsion
3077,Trajectory optimization
3078,Flight paths
3079,Aviation
3080,Maneuverability
3081,Amount of information
3082,Dimensionalization
3083,Domain size
3084,One-time
3085,Search performance
3086,Time step
3087,Time-efficient methods
3088,Vehicle location
3089,Vehicle performance
3090,Unsteady flow
3091,Acquisition tools
3092,Computational researches
3093,Inlet conditions
3094,Physical process
3095,Stall inception
3096,Tip clearance flow
3097,Unsteady interaction
3098,Cadmium telluride
3099,Chip scale packages
3100,D region
3101,II-VI semiconductors
3102,Nanosystems
3103,Semiconductor quantum dots
3104,Temperature measurement
3105,Temperature sensors
3106,Thermal management (electronics)
3107,Thermometers
3108,CdTe quantum dots
3109,Fabrication technique
3110,Iterative process
3111,Micro-fluidic devices
3112,Non contact temperatures
3113,Temperature behavior
3114,Temperature sensing
3115,Temperature sensitive
3116,Electric propulsion
3117,Laminated composites
3118,Lattice theory
3119,Retrofitting
3120,Urban transportation
3121,Blade-element momentum methods
3122,Classical laminate theory
3123,Composite failure
3124,Conceptual study
3125,Gradient-based optimization
3126,Motor controllers
3127,Performance trade-off
3128,Vortex lattice method
3129,VTOL/STOL aircraft
3130,Computer vision
3131,Automated process
3132,Finite element solver
3133,Gray-scale images
3134,Mode shapes
3135,Orthogonal axes
3136,Principal axes
3137,Alassroom archive
3138,Design knowledge
3139,Instagram search
3140,Instagram student presentations
3141,Personal growth
3142,Presentation tools
3143,Search process
3144,Social media
3145,Behavioral research
3146,Class rooms
3147,Classroom environment
3148,Creativity pedagogy
3149,Emotional wellbeing
3150,Learning experiences
3151,Psychological well-being
3152,Student learning
3153,Student perceptions
3154,Communication
3155,Interdisciplinary education
3156,Interdisciplinary teams
3157,Pilot studies
3158,Team members
3159,Leaky modes
3160,Multi-ordering
3161,Static structures
3162,Test rigs
3163,Photons
3164,Electron dynamics
3165,Low density
3166,Single photon detection
3167,Single photons
3168,Particle beams
3169,Sales
3170,User centered design
3171,Customer information
3172,Demographic data
3173,Design method
3174,Microdata
3175,National level
3176,Persona
3177,Persona Generator
3178,Product designers
3179,Population statistics
3180,Action sets
3181,Extended interaction
3182,Learning in games
3183,Long-term relationships
3184,Repeated games
3185,Stochastic game
3186,Time-varying structure
3187,Trigger strategies
3188,Coal deposits
3189,Flow rate
3190,Fluidization
3191,Fluidized beds
3192,Hoppers
3193,Models
3194,Coal particles
3195,Dense Phase
3196,Design concept
3197,Gravitational forces
3198,Horizontal pipes
3199,Model results
3200,Transport
3201,Virtual reactors
3202,Coal transportation
3203,Hardware security
3204,Mobile telecommunication systems
3205,Hardware tokens
3206,Laboratory studies
3207,One time passwords
3208,Qualitative data
3209,Usability research
3210,Usability testing
3211,Usability engineering
3212,3D imaging
3213,Optical trap
3214,Volumetric display
3215,Three dimensional displays
3216,Combinatorial optimization
3217,Computational grammars
3218,Agent behavior
3219,Behavior trees
3220,Bootstrapping method
3221,Credit assignment problems
3222,Fitness functions
3223,Grammatical evolution
3224,Swarms
3225,Facebook
3226,Manual operations
3227,Second phase
3228,Threat models
3229,Two phase
3230,User feedback
3231,Civil engineering
3232,Transportation
3233,AC analysis
3234,Access category
3235,Crash severity
3236,Hierarchical bayesian
3237,Modification factors
3238,Vehicle-miles traveled
3239,Accidents
3240,Encryption key
3241,Risk communication
3242,User study
3243,User training
3244,Access control
3245,Cognitive systems
3246,Driving forces
3247,Functional abstractions
3248,Mental model
3249,Personal use
3250,Semi-structured
3251,Service provider
3252,Symmetric encryption
3253,User perceptions
3254,Motion control
3255,Clinical settings
3256,Dynamic accuracies
3257,Leap motions
3258,Limited bandwidth
3259,Markerless motion capture
3260,Movement disorders
3261,bandwidth
3262,inverse filter
3263,leap motion controller
3264,movement (physiology)
3265,Movement
3266,Radio transmission
3267,DFT-based
3268,Dichotomous searches
3269,Digital modulations
3270,Error variance
3271,Frequency offset estimators
3272,Frequency offsets
3273,Phase information
3274,PSK signals
3275,Power spectrum
3276,Doppler
3277,Power-spectra
3278,Vehicle to vehicles
3279,Acceleration data
3280,Acceleration vectors
3281,Circuit boards
3282,Educational experiences
3283,Ground stations
3284,Inertial measurements
3285,Inertial motions
3286,Simple modeling
3287,Rockets
3288,Phase locked loops
3289,Carrier frequency
3290,Feedback approach
3291,Ideal performance
3292,Minimum value
3293,Phase lock loop (PLL)
3294,Phase synchronization
3295,Uncoded system
3296,Antenna feeds
3297,Co-phasing
3298,Frequency selective channel
3299,Ground-based stations
3300,Optimal combination
3301,Polarization diversity
3302,Epoxy resins
3303,Morphology
3304,Optimization
3305,Cross-section micrographs
3306,Defect characterization
3307,Experimental methodology
3308,Resin infusion
3309,Void distributions
3310,Void formation
3311,Photography
3312,Taxonomies
3313,Deployment process
3314,Energy mechanisms
3315,Mechanical systems
3316,Minimally invasive surgical
3317,Self actuation
3318,Self-deployment
3319,Proof of concept
